project_id,snapshot_month,ministry,sector,implementing_agency,state,original_cost_cr,planned_duration_months,elapsed_months,physical_progress_pct,financial_progress_pct,expenditure_cr,milestones_total,milestones_delayed,project_status,final_cost_cr,actual_duration_months,cost_overrun,time_overrun
PRJ-0531,2025-09,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Uttarakhand,397.49,46,37,74.17,84.99,355.52,11,2,Ongoing,426.59,54,0,1
PRJ-0531,2025-12,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Uttarakhand,397.49,46,40,74.17,84.99,365.73,11,4,Delayed,426.59,54,0,1
PRJ-0531,2026-03,Ministry of Road Transport and Highways,Roads and Highways,NHAI,Uttarakhand,397.49,46,43,74.17,84.99,357.14,11,3,Delayed,426.59,54,0,1
PRJ-0532,2023-08,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Telangana,491.05,43,6,10.45,10.7,59.21,21,0,Ongoing,560.94,51,1,1
PRJ-0532,2024-09,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Telangana,491.05,43,19,30.07,30.13,165.47,21,4,Delayed,560.94,51,1,1
PRJ-0532,2025-04,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Telangana,491.05,43,26,45.76,48.03,263.09,21,3,Delayed,560.94,51,1,1
PRJ-0532,2025-10,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Telangana,491.05,43,32,47.63,51.99,284.71,21,5,Delayed,560.94,51,1,1
PRJ-0532,2025-12,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Telangana,491.05,43,34,55.74,58.16,320.76,21,7,Delayed,560.94,51,1,1
PRJ-0532,2026-04,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Telangana,491.05,43,38,62.1,65.56,362.2,21,6,Delayed,560.94,51,1,1
PRJ-0533,2022-02,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,1,6.22,6.19,23.25,15,0,Ongoing,386.24,57,0,1
PRJ-0533,2022-04,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,3,6.75,8.01,30.97,15,0,Ongoing,386.24,57,0,1
PRJ-0533,2022-05,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,4,8.05,8.9,34.55,15,0,Ongoing,386.24,57,0,1
PRJ-0533,2022-08,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,7,8.88,10.28,38.77,15,0,Ongoing,386.24,57,0,1
PRJ-0533,2022-10,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,9,11.13,11.27,43.13,15,0,Ongoing,386.24,57,0,1
PRJ-0533,2023-06,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,17,18.43,20.79,80.86,15,1,Delayed,386.24,57,0,1
PRJ-0533,2023-09,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,20,27.54,30.66,115.35,15,2,Delayed,386.24,57,0,1
PRJ-0533,2023-11,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,22,38.8,41.28,161.0,15,1,Ongoing,386.24,57,0,1
PRJ-0533,2024-09,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,32,61.08,59.37,229.31,15,4,Delayed,386.24,57,0,1
PRJ-0533,2024-12,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,35,62.89,62.08,239.91,15,3,Delayed,386.24,57,0,1
PRJ-0533,2025-06,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,41,65.72,65.65,251.63,15,5,Delayed,386.24,57,0,1
PRJ-0533,2025-08,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,43,82.27,98.27,375.25,15,6,Critical,386.24,57,0,1
PRJ-0533,2025-10,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,JNPT,Andhra Pradesh,371.78,45,45,82.27,98.27,377.95,15,5,Delayed,386.24,57,0,1
PRJ-0534,2021-02,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,1,7.73,7.78,2.03,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2021-08,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,7,20.39,19.84,5.21,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2022-02,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,13,42.49,42.47,11.31,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2022-03,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,14,47.37,48.83,12.85,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2022-05,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,16,55.32,56.31,14.97,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2022-06,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,17,61.66,58.54,15.51,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2022-08,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,19,67.34,67.51,17.55,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2023-01,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,24,88.01,83.19,21.8,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2023-03,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,26,88.01,83.19,21.82,10,0,Ongoing,26.46,33,0,0
PRJ-0534,2023-05,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,28,88.61,83.4,21.84,10,1,Ongoing,26.46,33,0,0
PRJ-0534,2023-08,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,31,91.34,92.56,24.51,10,1,Ongoing,26.46,33,0,0
PRJ-0534,2023-09,Ministry of Power,Power,POWERGRID,Uttarakhand,25.0,32,32,93.6,92.56,24.1,10,0,Ongoing,26.46,33,0,0
PRJ-0535,2024-01,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,1,5.89,7.45,174.16,20,0,Ongoing,2380.45,66,1,0
PRJ-0535,2024-09,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,9,10.99,14.25,338.41,20,0,Ongoing,2380.45,66,1,0
PRJ-0535,2024-10,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,10,12.82,15.43,360.68,20,0,Ongoing,2380.45,66,1,0
PRJ-0535,2024-12,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,12,14.84,20.43,475.34,20,0,Ongoing,2380.45,66,1,0
PRJ-0535,2025-08,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,20,26.76,37.06,871.1,20,1,Ongoing,2380.45,66,1,0
PRJ-0535,2026-06,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,30,44.44,57.15,1354.8,20,2,Ongoing,2380.45,66,1,0
PRJ-0535,2026-12,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,36,59.41,74.01,1741.42,20,2,Ongoing,2380.45,66,1,0
PRJ-0535,2027-11,Ministry of Railways,Railways,CRIS,Maharashtra,1895.54,61,47,74.51,99.51,2380.45,20,4,Delayed,2380.45,66,1,0
PRJ-0536,2023-06,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Kerala,62.77,32,1,3.17,4.66,4.18,8,1,Ongoing,91.12,51,1,1
PRJ-0536,2024-01,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Kerala,62.77,32,8,8.43,11.91,10.61,8,2,Delayed,91.12,51,1,1
PRJ-0536,2024-07,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Kerala,62.77,32,14,18.42,30.1,27.35,8,2,Delayed,91.12,51,1,1
PRJ-0536,2025-06,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Kerala,62.77,32,25,46.41,65.19,59.77,8,4,Critical,91.12,51,1,1
PRJ-0537,2023-04,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Uttar Pradesh,61.63,38,7,16.17,15.77,10.11,19,0,Ongoing,64.11,39,0,0
PRJ-0537,2025-01,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Uttar Pradesh,61.63,38,28,80.61,76.7,48.32,19,0,Ongoing,64.11,39,0,0
PRJ-0537,2025-03,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Uttar Pradesh,61.63,38,30,86.09,82.89,52.0,19,0,Ongoing,64.11,39,0,0
PRJ-0537,2025-08,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Uttar Pradesh,61.63,38,35,90.69,90.54,57.71,19,0,Ongoing,64.11,39,0,0
PRJ-0538,2024-01,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,1,4.46,5.07,43.58,16,1,Ongoing,881.81,69,0,1
PRJ-0538,2025-04,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,16,14.66,17.0,148.27,16,2,Delayed,881.81,69,0,1
PRJ-0538,2025-08,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,20,20.52,22.18,193.47,16,3,Delayed,881.81,69,0,1
PRJ-0538,2026-03,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,27,39.58,47.5,410.62,16,5,Delayed,881.81,69,0,1
PRJ-0538,2026-11,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,35,48.65,52.94,459.09,16,7,Critical,881.81,69,0,1
PRJ-0538,2027-02,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,38,59.79,71.38,625.6,16,7,Critical,881.81,69,0,1
PRJ-0538,2027-03,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,39,59.79,71.38,634.52,16,6,Delayed,881.81,69,0,1
PRJ-0538,2027-07,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,43,70.27,75.54,661.82,16,6,Delayed,881.81,69,0,1
PRJ-0538,2027-08,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,44,70.27,75.54,671.57,16,6,Delayed,881.81,69,0,1
PRJ-0538,2027-10,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,46,74.68,84.68,730.94,16,8,Critical,881.81,69,0,1
PRJ-0538,2027-12,Ministry of Housing and Urban Affairs,Urban Development,NBCC,Rajasthan,803.95,48,48,74.68,84.68,724.49,16,7,Critical,881.81,69,0,1
PRJ-0539,2022-10,Ministry of Power,Power,SJVN,Haryana,128.09,39,9,10.18,11.81,16.16,9,1,Ongoing,141.03,49,1,1
PRJ-0539,2022-11,Ministry of Power,Power,SJVN,Haryana,128.09,39,10,11.69,13.4,18.37,9,1,Ongoing,141.03,49,1,1
PRJ-0539,2023-06,Ministry of Power,Power,SJVN,Haryana,128.09,39,17,26.51,28.81,39.76,9,1,Delayed,141.03,49,1,1
PRJ-0539,2023-08,Ministry of Power,Power,SJVN,Haryana,128.09,39,19,29.09,32.31,45.11,9,2,Delayed,141.03,49,1,1
PRJ-0539,2023-09,Ministry of Power,Power,SJVN,Haryana,128.09,39,20,29.09,32.31,45.45,9,1,Delayed,141.03,49,1,1
PRJ-0539,2023-10,Ministry of Power,Power,SJVN,Haryana,128.09,39,21,36.17,40.06,54.95,9,2,Delayed,141.03,49,1,1
PRJ-0539,2024-08,Ministry of Power,Power,SJVN,Haryana,128.09,39,31,55.85,59.81,82.4,9,2,Delayed,141.03,49,1,1
PRJ-0540,2022-10,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,2,9.45,8.95,3.45,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2022-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,4,14.72,13.86,5.27,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2023-01,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,5,17.72,16.87,6.4,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2023-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,6,21.56,21.24,8.17,12,1,Ongoing,38.96,27,0,0
PRJ-0540,2023-03,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,7,26.09,26.77,10.53,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2023-05,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,9,36.93,36.83,14.15,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2023-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,11,48.77,47.69,18.08,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2023-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,12,56.03,58.19,22.72,12,1,Ongoing,38.96,27,0,0
PRJ-0540,2023-09,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,13,58.79,58.19,22.03,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2023-10,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,14,65.68,61.75,23.78,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2023-11,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,15,74.05,74.94,28.73,12,1,Ongoing,38.96,27,0,0
PRJ-0540,2024-01,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,17,83.35,84.39,32.63,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2024-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,18,83.35,84.39,32.06,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2024-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,20,93.28,89.91,34.01,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2024-05,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,21,93.28,89.91,35.36,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2024-06,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,22,93.28,90.57,34.39,12,0,Ongoing,38.96,27,0,0
PRJ-0540,2024-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,BPCL,Kerala,39.95,25,24,94.5,92.01,36.0,12,0,Ongoing,38.96,27,0,0
PRJ-0541,2023-08,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,10,12.46,13.28,42.14,13,1,Ongoing,318.71,57,0,1
PRJ-0541,2023-12,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,14,15.11,18.1,56.87,13,1,Delayed,318.71,57,0,1
PRJ-0541,2024-09,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,23,31.84,34.91,112.07,13,3,Delayed,318.71,57,0,1
PRJ-0541,2024-10,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,24,42.31,47.11,146.6,13,3,Delayed,318.71,57,0,1
PRJ-0541,2024-12,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,26,42.85,51.03,159.49,13,3,Delayed,318.71,57,0,1
PRJ-0541,2025-06,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,32,61.22,70.03,223.75,13,4,Delayed,318.71,57,0,1
PRJ-0541,2025-09,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,35,61.22,70.03,223.25,13,5,Delayed,318.71,57,0,1
PRJ-0541,2026-03,Ministry of Railways,Railways,RVNL,Madhya Pradesh,311.31,41,41,69.87,75.95,236.3,13,7,Critical,318.71,57,0,1
PRJ-0542,2024-05,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,13,15.54,16.72,130.11,21,3,Delayed,781.55,53,1,1
PRJ-0542,2024-08,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,16,17.76,18.74,145.62,21,3,Delayed,781.55,53,1,1
PRJ-0542,2024-09,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,17,21.42,24.04,188.81,21,4,Delayed,781.55,53,1,1
PRJ-0542,2024-12,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,20,29.41,32.4,248.39,21,4,Delayed,781.55,53,1,1
PRJ-0542,2025-02,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,22,30.29,35.42,272.86,21,4,Delayed,781.55,53,1,1
PRJ-0542,2025-05,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,25,40.67,42.71,326.21,21,7,Delayed,781.55,53,1,1
PRJ-0542,2025-09,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,29,44.36,48.99,385.31,21,8,Delayed,781.55,53,1,1
PRJ-0542,2025-11,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,31,52.97,59.11,458.84,21,7,Delayed,781.55,53,1,1
PRJ-0542,2026-01,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,33,60.84,72.72,564.56,21,9,Critical,781.55,53,1,1
PRJ-0542,2026-02,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,34,60.84,72.72,559.15,21,8,Delayed,781.55,53,1,1
PRJ-0542,2026-03,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,35,60.84,72.72,565.19,21,8,Delayed,781.55,53,1,1
PRJ-0542,2026-05,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,37,60.84,72.72,573.14,21,9,Critical,781.55,53,1,1
PRJ-0542,2026-06,Ministry of Railways,Railways,RVNL,West Bengal,687.79,43,38,60.84,72.72,554.9,21,8,Delayed,781.55,53,1,1
PRJ-0543,2022-08,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,2,4.24,4.99,54.49,24,1,Ongoing,1085.54,55,0,1
PRJ-0543,2022-10,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,4,5.13,5.4,58.93,24,1,Ongoing,1085.54,55,0,1
PRJ-0543,2022-11,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,5,5.46,6.03,63.59,24,1,Ongoing,1085.54,55,0,1
PRJ-0543,2023-03,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,9,8.82,10.59,112.29,24,2,Ongoing,1085.54,55,0,1
PRJ-0543,2023-04,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,10,10.43,11.66,126.02,24,1,Ongoing,1085.54,55,0,1
PRJ-0543,2023-05,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,11,10.43,11.66,123.47,24,2,Ongoing,1085.54,55,0,1
PRJ-0543,2023-06,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,12,11.63,13.1,140.02,24,2,Ongoing,1085.54,55,0,1
PRJ-0543,2023-12,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,18,18.7,21.28,232.55,24,4,Delayed,1085.54,55,0,1
PRJ-0543,2024-03,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,21,21.09,23.95,253.39,24,5,Delayed,1085.54,55,0,1
PRJ-0543,2024-07,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,25,33.66,36.58,395.69,24,7,Delayed,1085.54,55,0,1
PRJ-0543,2024-08,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,26,33.66,39.14,429.08,24,7,Delayed,1085.54,55,0,1
PRJ-0543,2025-02,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,32,46.58,51.27,554.43,24,9,Delayed,1085.54,55,0,1
PRJ-0543,2026-05,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,47,65.03,77.37,829.9,24,13,Critical,1085.54,55,0,1
PRJ-0543,2026-07,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,1011.76,49,49,68.86,82.59,873.02,24,12,Critical,1085.54,55,0,1
PRJ-0544,2023-12,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,6,10.96,13.46,155.0,23,0,Ongoing,1142.71,49,1,0
PRJ-0544,2024-03,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,9,13.8,18.7,208.0,23,0,Ongoing,1142.71,49,1,0
PRJ-0544,2024-10,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,16,26.88,32.59,375.06,23,2,Ongoing,1142.71,49,1,0
PRJ-0544,2025-03,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,21,36.7,44.48,511.94,23,1,Ongoing,1142.71,49,1,0
PRJ-0544,2025-04,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,22,43.34,59.34,663.15,23,3,Ongoing,1142.71,49,1,0
PRJ-0544,2025-05,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,23,43.34,59.34,674.24,23,2,Ongoing,1142.71,49,1,0
PRJ-0544,2025-08,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,26,50.23,65.75,738.1,23,3,Ongoing,1142.71,49,1,0
PRJ-0544,2026-09,Ministry of Railways,Railways,RVNL,Odisha,885.32,47,39,73.93,92.36,1050.42,23,3,Ongoing,1142.71,49,1,0
PRJ-0545,2023-04,Ministry of Power,Power,SJVN,Punjab,60.09,25,4,15.39,15.41,9.46,6,0,Ongoing,60.97,25,0,0
PRJ-0545,2024-04,Ministry of Power,Power,SJVN,Punjab,60.09,25,16,73.32,73.44,43.69,6,0,Ongoing,60.97,25,0,0
PRJ-0545,2024-07,Ministry of Power,Power,SJVN,Punjab,60.09,25,19,85.99,87.89,54.07,6,0,Ongoing,60.97,25,0,0
PRJ-0545,2025-01,Ministry of Power,Power,SJVN,Punjab,60.09,25,25,92.05,90.04,53.33,6,1,Ongoing,60.97,25,0,0
PRJ-0546,2022-03,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,1,5.54,5.81,9.61,17,0,Ongoing,166.25,41,1,1
PRJ-0546,2022-07,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,5,10.12,11.2,18.69,17,0,Ongoing,166.25,41,1,1
PRJ-0546,2023-02,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,12,20.79,23.14,38.65,17,2,Ongoing,166.25,41,1,1
PRJ-0546,2023-11,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,21,36.03,39.56,65.64,17,3,Delayed,166.25,41,1,1
PRJ-0546,2024-03,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,25,45.34,47.07,77.16,17,4,Delayed,166.25,41,1,1
PRJ-0546,2024-04,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,26,45.34,53.55,86.89,17,3,Critical,166.25,41,1,1
PRJ-0546,2024-12,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,34,65.17,68.47,113.25,17,4,Critical,166.25,41,1,1
PRJ-0546,2025-01,Ministry of Housing and Urban Affairs,Urban Development,MMRDA,Chhattisgarh,141.72,35,35,68.92,70.37,114.84,17,3,Critical,166.25,41,1,1
PRJ-0547,2023-06,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Madhya Pradesh,277.06,40,4,8.61,10.76,34.72,20,0,Ongoing,323.25,49,1,1
PRJ-0547,2024-10,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Madhya Pradesh,277.06,40,20,36.14,38.15,122.46,20,4,Delayed,323.25,49,1,1
PRJ-0547,2025-07,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Madhya Pradesh,277.06,40,29,54.64,58.52,190.6,20,6,Delayed,323.25,49,1,1
PRJ-0547,2025-10,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Madhya Pradesh,277.06,40,32,54.64,58.52,186.68,20,5,Delayed,323.25,49,1,1
PRJ-0547,2026-01,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Madhya Pradesh,277.06,40,35,57.69,58.52,188.57,20,4,Critical,323.25,49,1,1
PRJ-0547,2026-06,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Madhya Pradesh,277.06,40,40,64.02,73.36,235.42,20,9,Critical,323.25,49,1,1
PRJ-0548,2023-08,Ministry of Power,Power,SJVN,Delhi,478.58,38,3,8.51,10.28,59.42,19,0,Ongoing,590.48,40,1,0
PRJ-0548,2023-09,Ministry of Power,Power,SJVN,Delhi,478.58,38,4,8.86,12.72,75.15,19,0,Ongoing,590.48,40,1,0
PRJ-0548,2023-11,Ministry of Power,Power,SJVN,Delhi,478.58,38,6,11.42,16.01,94.47,19,0,Ongoing,590.48,40,1,0
PRJ-0548,2024-05,Ministry of Power,Power,SJVN,Delhi,478.58,38,12,26.03,32.5,191.93,19,1,Ongoing,590.48,40,1,0
PRJ-0548,2024-06,Ministry of Power,Power,SJVN,Delhi,478.58,38,13,26.79,32.52,190.89,19,1,Ongoing,590.48,40,1,0
PRJ-0548,2024-09,Ministry of Power,Power,SJVN,Delhi,478.58,38,16,34.87,43.05,248.62,19,1,Ongoing,590.48,40,1,0
PRJ-0548,2024-11,Ministry of Power,Power,SJVN,Delhi,478.58,38,18,39.57,48.99,280.74,19,2,Ongoing,590.48,40,1,0
PRJ-0548,2025-01,Ministry of Power,Power,SJVN,Delhi,478.58,38,20,50.96,70.76,408.77,19,2,Ongoing,590.48,40,1,0
PRJ-0548,2025-09,Ministry of Power,Power,SJVN,Delhi,478.58,38,28,75.81,99.97,582.72,19,2,Ongoing,590.48,40,1,0
PRJ-0548,2025-12,Ministry of Power,Power,SJVN,Delhi,478.58,38,31,75.81,99.97,581.09,19,3,Ongoing,590.48,40,1,0
PRJ-0548,2026-02,Ministry of Power,Power,SJVN,Delhi,478.58,38,33,82.65,100.0,581.17,19,3,Ongoing,590.48,40,1,0
PRJ-0548,2026-04,Ministry of Power,Power,SJVN,Delhi,478.58,38,35,86.1,100.0,590.48,19,4,Delayed,590.48,40,1,0
PRJ-0549,2023-12,Ministry of Railways,Railways,CRIS,Maharashtra,2303.74,65,3,4.74,5.23,130.11,16,1,Ongoing,2488.18,71,0,0
PRJ-0549,2024-04,Ministry of Railways,Railways,CRIS,Maharashtra,2303.74,65,7,5.89,6.2,153.14,16,1,Ongoing,2488.18,71,0,0
PRJ-0549,2024-07,Ministry of Railways,Railways,CRIS,Maharashtra,2303.74,65,10,6.93,7.96,193.46,16,1,Ongoing,2488.18,71,0,0
PRJ-0549,2025-01,Ministry of Railways,Railways,CRIS,Maharashtra,2303.74,65,16,11.76,13.42,336.63,16,1,Ongoing,2488.18,71,0,0
